,YEAR,FILM,FILM_ID,COUNTRY,COUNTRY_ID,VOTER,VOTER_ID,DIRECTOR,DIRECTOR_ID,GENDER,GENDER_ID,ROLE,ROLE_ID,name_imdb,name_wikidata,title_imdb,title_wikidata
5188,,,4ce2b6b7ea720,,,,513.0,,,,,,,,,tt0072271,Q886597
5189,,,4ce2b6b8908e4,,,,513.0,,,,,,,,,tt0046438,Q26060
5190,,,4ce2b6b9caca4,,,,513.0,,,,,,,,,tt0052357,Q202548
5191,,,4ce2b6a673516,,,,86.0,,,,,,,,,tt0029947,Q179743
5192,,,4ce2b7c665f50,,,,86.0,,,,,,,,,tt0106504,Q1964819
5193,,,4ce2b6a989752,,,,86.0,,,,,,,,,tt0048037,Q776472
5194,,,4ce2b7267207e,,,,86.0,,,,,,,,,tt0095305,Q5757276
5195,,,4ce2b6ae5be6a,,,,86.0,,,,,,,,,tt0071733,Q836115
5196,,,4ce2b6946027e,,,,86.0,,,,,,,,,,
5197,,,4ce2b6b143f57,,,,86.0,,,,,,,,,tt0073440,Q1424258
5198,,,4ce2b754db651,,,,86.0,,,,,,,,,tt0019254,Q51520
5199,,,4ce2b6b2f22d7,,,,86.0,,,,,,,,,tt0071994,Q1170086
5200,,,4ce2b69593482,,,,86.0,,,,,,,,,tt0086541,Q747551
5201,,,4ce2b711a157d,,,,741.0,,,,,,,,,tt0196530,Q177519
5202,,,4ce2b6b995895,,,,741.0,,,,,,,,,tt0056732,Q332427
5203,,,4ce2b6ab4237b,,,,741.0,,,,,,,,,tt0071562,Q184768
5204,,,4ce2b6bb90873,,,,741.0,,,,,,,,,tt0072443,Q838149
5205,,,4ce2b6b2deaa5,,,,741.0,,,,,,,,,tt0060827,Q695255
5206,,,4ce2b76b0507b,,,,741.0,,,,,,,,,tt0090015,Q1720765
5207,,,4ce2b6bf3bbfd,,,,741.0,,,,,,,,,tt0079944,Q200437
5208,,,4ce2b6bb2414d,,,,741.0,,,,,,,,,tt0072417,Q1306380
5209,,,4ce2b6a44b82c,,,,941.0,,,,,,,,,tt0060138,Q228937
5210,,,4ce2b6f695fc4,,,,941.0,,,,,,,,,tt0060176,Q658204
5211,,,4ce2b6a90d39d,,,,941.0,,,,,,,,,tt0053779,Q18407
5212,,,4ce2b6ae3a9a9,,,,941.0,,,,,,,,,tt0055052,Q2476199
5213,,,4ce2b6ab03131,,,,941.0,,,,,,,,,tt0058138,Q1253821
5214,,,4ce2b6f70f8b9,,,,941.0,,,,,,,,,tt0092681,Q3793094
5215,,,4ce2b6afdc8ac,,,,941.0,,,,,,,,,tt0064612,Q542527
5216,,,4ce2b6c0785ef,,,,941.0,,,,,,,,,tt0038913,Q586310
5217,,,4ce2b6b7568ee,,,,941.0,,,,,,,,,tt0018455,Q431093
5218,,,4ce2b6b94daff,,,,941.0,,,,,,,,,tt0046478,Q1076605
5219,,,4ce2b6f24787d,,,,1110.0,,,,,,,,,tt0058946,Q784812
5220,,,4ce2b6a68bd9d,,,,1110.0,,,,,,,,,tt0015648,Q152350
5221,,,4ce2b6ae61fec,,,,1110.0,,,,,,,,,tt0040522,Q172837
5222,,,4ce2b6bfd1ebb,,,,1110.0,,,,,,,,,tt0053472,Q86427
5223,,,4ce2b6a7a801b,,,,1110.0,,,,,,,,,tt0033467,Q24815
5224,,,4ce2b78292f14,,,,1110.0,,,,,,,,,tt0058715,Q1167120
5225,,,4ce2b6adf17e2,,,,1110.0,,,,,,,,,tt0064541,Q1500326
5226,,,4ce2b6b5b6382,,,,1110.0,,,,,,,,,tt0047478,Q189540
5227,,,4ce2b6ba38aa9,,,,1110.0,,,,,,,,,tt0095979,Q3228241
5228,,,4ce2b6bb7e02a,,,,1110.0,,,,,,,,,tt0065234,Q136605
5229,,,4ce2b6f95cd00,,,,629.0,,,,,,,,,tt0009968,Q905932
5230,,,4ce2b6e73c109,,,,629.0,,,,,,,,,tt0063555,Q2235380
5231,,,4ce2b6c00c15f,,,,629.0,,,,,,,,,,
5232,,,4ce2b6ab939b3,,,,629.0,,,,,,,,,tt0050458,Q610594
5233,,,4ce2b6ace592f,,,,629.0,,,,,,,,,tt0044741,Q152105
5234,,,4ce2b6a498bd1,,,,629.0,,,,,,,,,tt0041154,Q743203
5235,,,4ce2b74e11d41,,,,629.0,,,,,,,,,tt0013442,Q151895
5236,,,4ce2b76b0507b,,,,629.0,,,,,,,,,tt0090015,Q1720765
5237,,,4ce2b6ae4e8dc,,,,629.0,,,,,,,,,tt0061196,Q3230416
5238,,,4ce2b6a21d217,,,,36.0,,,,,,,,,tt0019760,Q829250
5239,,,4ce2b7a386c30,,,,36.0,,,,,,,,,tt0098532,Q1169861
5240,,,4ce2b6b2b59cc,,,,36.0,,,,,,,,,tt0048473,Q622380
5241,,,4ce2b7d2993a2,,,,36.0,,,,,,,,,tt0111341,Q53481
5242,,,4ce2b76b0507b,,,,36.0,,,,,,,,,tt0090015,Q1720765
5243,,,4ce2b6bf3bbfd,,,,36.0,,,,,,,,,tt0079944,Q200437
5244,,,4ce2b7786b790,,,,36.0,,,,,,,,,tt0040866,Q948700
5245,,,4ce2b6b8908e4,,,,36.0,,,,,,,,,tt0046438,Q26060
5246,,,4ce2b6b81dc84,,,,36.0,,,,,,,,,tt0073800,Q2162663
5247,,,4ce2b6ba49e47,,,,36.0,,,,,,,,,tt0127354,Q2423867
5248,,,4ce2b6b9450a5,,,,54.0,,,,,,,,,tt0062622,Q103474
5249,,,4ce2b6bc285f7,,,,54.0,,,,,,,,,tt0072684,Q471716
5250,,,4ce2b6ae61fec,,,,54.0,,,,,,,,,tt0040522,Q172837
5251,,,4ce2b6a90d39d,,,,54.0,,,,,,,,,tt0053779,Q18407
5252,,,4ce2b6ab152c5,,,,54.0,,,,,,,,,,
5253,,,4ce2b6ab4237b,,,,54.0,,,,,,,,,tt0071562,Q184768
5254,,,4ce2b7d231dab,,,,54.0,,,,,,,,,tt0110057,Q511914
5255,,,4ce2b73116007,,,,54.0,,,,,,,,,tt0073198,Q1686012
5256,,,4ce2b6be7d19a,,,,54.0,,,,,,,,,tt0079522,Q731310
5257,,,4ce2b6af6e08b,,,,54.0,,,,,,,,,tt0067411,Q1423362
5258,,,4ce2b8c42e87d,,,,434.0,,,,,,,,,,
5259,,,4ce2b6ab05db0,,,,434.0,,,,,,,,,tt0067128,Q511591
5260,,,4ce2b6b954dfc,,,,434.0,,,,,,,,,tt0070849,Q570567
5261,,,4ce2b6aadb03d,,,,434.0,,,,,,,,,tt0057091,Q596623
5262,,,4ce2b6b266309,,,,434.0,,,,,,,,,tt0075029,Q477630
5263,,,4ce2b792d838f,,,,434.0,,,,,,,,,tt0046250,Q201293
5264,,,4ce2b69d3cf18,,,,434.0,,,,,,,,,tt0029686,Q18415551
5265,,,4ce2b8c558b63,,,,434.0,,,,,,,,,tt0910970,Q104905
5266,,,4ce2b6bad3a0d,,,,434.0,,,,,,,,,tt0065214,Q994481
5267,,,4ce2b6ded348a,,,,434.0,,,,,,,,,tt0131149,Q8074498
5268,,,4ce2b6a44b82c,,,,1190.0,,,,,,,,,tt0060138,Q228937
5269,,,4ce2b8203c690,,,,1190.0,,,,,,,,,tt0209933,Q1193562
5270,,,4ce2b6a9624ac,,,,1190.0,,,,,,,,,tt0056736,Q1468980
5271,,,4ce2b737a3887,,,,1190.0,,,,,,,,,tt0067328,Q1218959
5272,,,4ce2b8ced1763,,,,1190.0,,,,,,,,,tt1269566,Q6811180
5273,,,4ce2b71202028,,,,1190.0,,,,,,,,,tt0065695,Q3202958
5274,,,4ce2b6b046092,,,,1190.0,,,,,,,,,,
5275,,,4ce2b835c0c46,,,,1190.0,,,,,,,,,,
5276,,,4ce2b8de13c81,,,,1190.0,,,,,,,,,tt1588895,Q553901
5277,,,4ce2b6b6f1d17,,,,1190.0,,,,,,,,,tt0058625,Q1207936
5278,,,4ce2b6f24787d,,,,682.0,,,,,,,,,tt0058946,Q784812
5279,,,4ce2b6bfd1ebb,,,,682.0,,,,,,,,,tt0053472,Q86427
5280,,,4ce2b6a7e0681,,,,682.0,,,,,,,,,tt0065571,Q1198812
5281,,,4ce2b6ab4237b,,,,682.0,,,,,,,,,tt0071562,Q184768
5282,,,4ce2b6bf4e912,,,,682.0,,,,,,,,,tt0053125,Q223139
5283,,,4ce2b6b54abdf,,,,682.0,,,,,,,,,tt0049730,Q276769
5284,,,4ce2b6b6036b6,,,,682.0,,,,,,,,,,
5285,,,4ce2b6b7bc1b8,,,,682.0,,,,,,,,,tt0075314,Q47221
5286,,,4ce2b8c6518bb,,,,682.0,,,,,,,,,tt0469494,Q244315
5287,,,4ce2b6b824610,,,,682.0,,,,,,,,,tt0041959,Q271830
5288,,,4ce2b6a7a801b,,,,1136.0,,,,,,,,,tt0033467,Q24815
5289,,,4ce2b6b995895,,,,1136.0,,,,,,,,,tt0056732,Q332427
5290,,,4ce2b6aa3733f,,,,1136.0,,,,,,,,,tt0065724,Q1116991
5291,,,4ce2b6b681db5,,,,1136.0,,,,,,,,,tt0049783,Q2445353
5292,,,4ce2b6ab6f1c7,,,,1136.0,,,,,,,,,tt0028950,Q470336
5293,,,4ce2b6b30995b,,,,1136.0,,,,,,,,,tt0053168,Q664726
5294,,,4ce2b6b5991f4,,,,1136.0,,,,,,,,,tt0053270,Q1535980
5295,,,4ce2b6b6b7aca,,,,1136.0,,,,,,,,,tt0047528,Q18402
5296,,,4ce2b6b757144,,,,1136.0,,,,,,,,,tt0043014,Q193570
5297,,,4ce2b6bb90b37,,,,1136.0,,,,,,,,,tt0024803,Q613216
5298,,,4ce2b6a5a9ac1,,,,109.0,,,,,,,,,tt0037536,Q638085
5299,,,4ce2b6be331c6,,,,109.0,,,,,,,,,tt0336693,Q1168890
5300,,,4ce2b6aee3445,,,,109.0,,,,,,,,,tt0058294,Q2604524
5301,,,4ce2b74203000,,,,109.0,,,,,,,,,tt0074878,Q2741921
5302,,,4ce2b8cd81e9f,,,,109.0,,,,,,,,,tt1206485,Q3346137
5303,,,4ce2b752105a2,,,,109.0,,,,,,,,,tt0048452,Q2352630
5304,,,4ce2b753f20d7,,,,109.0,,,,,,,,,tt0038823,Q1764086
5305,,,4ce2b704d3439,,,,109.0,,,,,,,,,,
5306,,,4ce2b7f671637,,,,109.0,,,,,,,,,,
5307,,,4ce2b6ae4e8dc,,,,109.0,,,,,,,,,tt0061196,Q3230416
5308,,,4ce2b6b9450a5,,,,59.0,,,,,,,,,tt0062622,Q103474
5309,,,4ce2b768df342,,,,59.0,,,,,,,,,tt0060959,Q910705
5310,,,4ce2b709488e6,,,,59.0,,,,,,,,,tt0065620,Q325574
5311,,,4ce2b6ad87c49,,,,59.0,,,,,,,,,tt0071691,Q695888
5312,,,4ce2b6bd29db3,,,,59.0,,,,,,,,,tt0074486,Q11618
5313,,,4ce2b6a6b65d6,,,,59.0,,,,,,,,,tt0060196,Q41483
5314,,,4ce2b6ac7d8e0,,,,59.0,,,,,,,,,tt0071615,Q1640076
5315,,,4ce2b6ae54d28,,,,59.0,,,,,,,,,tt0017048,Q1165285
5316,,,4ce2b6b7ea720,,,,59.0,,,,,,,,,tt0072271,Q886597
5317,,,4ce2b6f16714f,,,,314.0,,,,,,,,,,
5318,,,4ce2b6f693062,,,,314.0,,,,,,,,,tt0130515,Q885485
5319,,,4ce2b73116007,,,,314.0,,,,,,,,,tt0073198,Q1686012
5320,,,4ce2b7b9372f0,,,,314.0,,,,,,,,,tt0056119,Q451434
5321,,,4ce2b6af6aedd,,,,314.0,,,,,,,,,tt0022100,Q127021
5322,,,4ce2b76321ea4,,,,314.0,,,,,,,,,tt0038885,Q59645623
5323,,,4ce2b6b52ac87,,,,314.0,,,,,,,,,,
5324,,,4ce2b6b7bc1b8,,,,314.0,,,,,,,,,tt0075314,Q47221
5325,,,4ce2b7c9dae2a,,,,314.0,,,,,,,,,,
5326,,,4ce2b6ba49e47,,,,314.0,,,,,,,,,tt0127354,Q2423867
5327,,,4ce2b6a6e45a7,,,,368.0,,,,,,,,,tt0053619,Q514531
5328,,,4f4b9a8382524,,,,368.0,,,,,,,,,,
5329,,,4ce2b6b995895,,,,368.0,,,,,,,,,tt0056732,Q332427
5330,,,4ce2b6b9d14d8,,,,368.0,,,,,,,,,tt0046511,Q385866
5331,,,4ce2b6b049967,,,,368.0,,,,,,,,,tt0057345,Q598109
5332,,,4ce2b6b54abdf,,,,368.0,,,,,,,,,tt0049730,Q276769
5333,,,4ce2b6bf3bbfd,,,,368.0,,,,,,,,,tt0079944,Q200437
5334,,,4ce2b6b8908e4,,,,368.0,,,,,,,,,tt0046438,Q26060
5335,,,4ce2b6b81dc84,,,,368.0,,,,,,,,,tt0073800,Q2162663
5336,,,4ce2b6b25bb2b,,,,39.0,,,,,,,,,tt0056801,Q12018
5337,,,4ce2b69562aa2,,,,39.0,,,,,,,,,tt0078788,Q182692
5338,,,4ce2b69562aa2,,,,39.0,,,,,,,,,tt0078788,Q3620669
5339,,,4ce2b69ac89d8,,,,39.0,,,,,,,,,tt0083658,Q184843
5340,,,4ce2b6a7a801b,,,,39.0,,,,,,,,,tt0033467,Q24815
5341,,,4ce2b6a906793,,,,39.0,,,,,,,,,tt0057012,Q105702
5342,,,4ce2b6ab4237b,,,,39.0,,,,,,,,,tt0071562,Q184768
5343,,,4ce2b6af6aedd,,,,39.0,,,,,,,,,tt0022100,Q127021
5344,,,4ce2b75f1c842,,,,39.0,,,,,,,,,,
5345,,,4ce2b6b3ec3fe,,,,39.0,,,,,,,,,tt0042876,Q135465
5346,,,4ce2b6bb69196,,,,39.0,,,,,,,,,tt0072431,Q651923
5347,,,4ce2b6a5de39f,,,,1039.0,,,,,,,,,tt0045564,Q2309514
5348,,,4ce2b88779e05,,,,1039.0,,,,,,,,,tt0367195,Q3553054
5349,,,4ce2b69415af8,,,,1039.0,,,,,,,,,,
5350,,,4ce2b6bd80c5b,,,,1039.0,,,,,,,,,tt0077588,Q626851
5351,,,4ce2b7f59f509,,,,1039.0,,,,,,,,,tt0117151,Q3010510
5352,,,4ce2b6bbda06f,,,,1039.0,,,,,,,,,tt0074102,Q510181
5353,,,4ce2b6b9d14d8,,,,1039.0,,,,,,,,,tt0046511,Q385866
5354,,,4ce2b6b39fc24,,,,1039.0,,,,,,,,,tt0054215,Q163038
5355,,,4ce2b7691925a,,,,1039.0,,,,,,,,,tt0084654,Q703188
5356,,,4ce2b6b9450a5,,,,138.0,,,,,,,,,tt0062622,Q103474
5357,,,4ce2b6a7a801b,,,,138.0,,,,,,,,,tt0033467,Q24815
5358,,,4ce2b6bbbab86,,,,138.0,,,,,,,,,tt0015864,Q214723
5359,,,4ce2b7219ffd8,,,,138.0,,,,,,,,,tt0015881,Q690583
5360,,,4ce2b8485aac9,,,,138.0,,,,,,,,,tt0118694,Q1056853
5361,,,4ce2b6b1ed5b4,,,,138.0,,,,,,,,,tt0018217,Q1156836
5362,,,4ce2b6b209ea3,,,,138.0,,,,,,,,,tt0042804,Q572522
5364,,,4ce2b6b48f642,,,,138.0,,,,,,,,,tt0038890,Q721146
5365,,,4ce2b6b7568ee,,,,138.0,,,,,,,,,tt0018455,Q431093
5366,,,4ce2b6b6466ce,,,,138.0,,,,,,,,,tt0050986,Q239756
5367,,,4ce2b6bbb8e51,,,,1005.0,,,,,,,,,tt0021749,Q238211
5368,,,4ce2b6b94f8e8,,,,1005.0,,,,,,,,,tt0053390,Q425719
5369,,,4ce2b6ab03131,,,,1005.0,,,,,,,,,tt0058138,Q1253821
5370,,,4ce2b6aec1d37,,,,1005.0,,,,,,,,,tt0040536,Q914133
5371,,,4ce2b6bbbdd5d,,,,1005.0,,,,,,,,,tt0044837,Q584509
5372,,,4ce2b73f2ec00,,,,1005.0,,,,,,,,,tt0070359,Q2547714
5373,,,4ce2b6b10f03e,,,,1005.0,,,,,,,,,tt0038762,Q370252
5374,,,4ce2b752105a2,,,,1005.0,,,,,,,,,tt0048452,Q2352630
5375,,,4ce2b6b8908e4,,,,1005.0,,,,,,,,,tt0046438,Q26060
5376,,,4ce2b6bb1c553,,,,1005.0,,,,,,,,,tt0014624,Q470895
5377,,,4ce2b7c96a012,,,,552.0,,,,,,,,,tt0108471,Q123259
5378,,,4ce2b6f6c85c4,,,,552.0,,,,,,,,,tt0090756,Q660950
5379,,,4ce2b6a9624ac,,,,552.0,,,,,,,,,tt0056736,Q1468980
5380,,,4ce2b6b7d56bb,,,,552.0,,,,,,,,,tt0057565,Q244878
5381,,,4ce2b6af676ee,,,,552.0,,,,,,,,,tt0044860,Q129083
5382,,,4ce2b6a7da289,,,,552.0,,,,,,,,,tt0049902,Q2385009
5383,,,4ce2b6b008211,,,,552.0,,,,,,,,,tt0058329,Q129895
5384,,,4ce2b6b22e4cd,,,,552.0,,,,,,,,,tt0031762,Q1501765
5385,,,4ce2b6b53e6c0,,,,552.0,,,,,,,,,tt0058555,Q647939
5386,,,4ce2b76c082e5,,,,552.0,,,,,,,,,tt0059719,Q2357585
5387,,,4ce2b6ba1935d,,,,45.0,,,,,,,,,tt0036506,Q1754532
5388,,,4ce2b6bbaea80,,,,45.0,,,,,,,,,tt0006864,Q192206
5389,,,4ce2b6a21d217,,,,45.0,,,,,,,,,tt0019760,Q829250
5390,,,4ce2b6b0511e9,,,,45.0,,,,,,,,,,
5391,,,4ce2b76077257,,,,45.0,,,,,,,,,tt0130232,Q3212578
5392,,,4ce2b6b54abdf,,,,45.0,,,,,,,,,tt0049730,Q276769
5393,,,4ce2b6b7568ee,,,,45.0,,,,,,,,,tt0018455,Q431093
5394,,,4ce2b6b94daff,,,,45.0,,,,,,,,,tt0046478,Q1076605
5395,,,4ce2b6b9caca4,,,,45.0,,,,,,,,,tt0052357,Q202548
5396,,,4ce2b6a635f83,,,,623.0,,,,,,,,,tt0022718,Q1989547
5397,,,4ce2b85bbfe0f,,,,623.0,,,,,,,,,tt0276919,Q327681
5398,,,4ce2b6ab03131,,,,623.0,,,,,,,,,tt0058138,Q1253821
5399,,,4ce2b6accac8a,,,,623.0,,,,,,,,,tt0065867,Q2721763
5400,,,4ce2b6aa852fc,,,,623.0,,,,,,,,,tt0049406,Q592072
5401,,,4ce2b6a7da289,,,,623.0,,,,,,,,,tt0049902,Q2385009
5402,,,4ce2b6b143f57,,,,623.0,,,,,,,,,tt0073440,Q1424258
5403,,,4ce2b6b392e27,,,,623.0,,,,,,,,,tt0073580,Q828725
5404,,,4ce2b7c5c1618,,,,623.0,,,,,,,,,tt0110912,Q104123
5405,,,4ce2b6b8908e4,,,,623.0,,,,,,,,,tt0046438,Q26060
5406,,,4ce2b6b25bb2b,,,,137.0,,,,,,,,,tt0056801,Q12018
5407,,,4ce2b6a6e45a7,,,,137.0,,,,,,,,,tt0053619,Q514531
5408,,,4ce2b6a7a801b,,,,137.0,,,,,,,,,tt0033467,Q24815
5409,,,4ce2b6bb90873,,,,137.0,,,,,,,,,tt0072443,Q838149
5410,,,4ce2b754db651,,,,137.0,,,,,,,,,tt0019254,Q51520
5411,,,4ce2b6b2deaa5,,,,137.0,,,,,,,,,tt0060827,Q695255
5412,,,4ce2b6b3ec3fe,,,,137.0,,,,,,,,,tt0042876,Q135465
5413,,,4ce2b7d2993a2,,,,137.0,,,,,,,,,tt0111341,Q53481
5414,,,4ce2b6b8908e4,,,,137.0,,,,,,,,,tt0046438,Q26060
5415,,,4ce2b6b9caca4,,,,137.0,,,,,,,,,tt0052357,Q202548
5416,,,4ce2b8e06966e,,,,1106.0,,,,,,,,,tt1653827,Q23899911
5417,,,4ce2b797ce50b,,,,1106.0,,,,,,,,,tt0144829,Q20962232
5418,,,4ce2b87fc5ceb,,,,1106.0,,,,,,,,,tt0318202,Q593573
5419,,,4ce2b812f0baf,,,,1106.0,,,,,,,,,tt0132198,Q19502444
5420,,,4ce2b6ac979d2,,,,1106.0,,,,,,,,,,
5421,,,4ce2b7cb68c05,,,,1106.0,,,,,,,,,tt0105618,Q3227685
5422,,,4ce2b8cb65a27,,,,1106.0,,,,,,,,,tt0881310,Q3213678
5423,,,4ce2b7e70fc51,,,,1106.0,,,,,,,,,,
5424,,,4ce2b895e2bc8,,,,1106.0,,,,,,,,,tt0368954,Q1141615
5425,,,4ce2b76b0507b,,,,1106.0,,,,,,,,,tt0090015,Q1720765
5426,,,4ce2b6b25bb2b,,,,772.0,,,,,,,,,tt0056801,Q12018
5427,,,4ce2b6b346033,,,,772.0,,,,,,,,,tt0052080,Q722281
5428,,,4ce2b6a68bd9d,,,,772.0,,,,,,,,,tt0015648,Q152350
5429,,,4ce2b6f695fc4,,,,772.0,,,,,,,,,tt0060176,Q658204
5430,,,4ce2b6a7a801b,,,,772.0,,,,,,,,,tt0033467,Q24815
5431,,,4ce2b6bbaea80,,,,772.0,,,,,,,,,tt0006864,Q192206
5432,,,4ce2b6bbbdd5d,,,,772.0,,,,,,,,,tt0044837,Q584509
5433,,,4ce2b6b2deaa5,,,,772.0,,,,,,,,,tt0060827,Q695255
5434,,,4ce2b6b310bc0,,,,772.0,,,,,,,,,tt0059592,Q938851
5435,,,4ce2b6b8908e4,,,,772.0,,,,,,,,,tt0046438,Q26060
5436,,,4ce2b6b7433c1,,,,209.0,,,,,,,,,tt0060107,Q503046
5437,,,4ce2b6bc053b7,,,,209.0,,,,,,,,,tt0075686,Q233464
5438,,,4ce2b79314351,,,,209.0,,,,,,,,,tt0095037,Q1621349
5439,,,4ce2b6aae85f3,,,,209.0,,,,,,,,,tt0017925,Q850159
5440,,,4ce2b752105a2,,,,209.0,,,,,,,,,tt0048452,Q2352630
5441,,,4ce2b6b30995b,,,,209.0,,,,,,,,,tt0053168,Q664726
5442,,,4ce2b6b61b4e8,,,,209.0,,,,,,,,,tt0050976,Q217189
5443,,,4ce2b76e98a5c,,,,209.0,,,,,,,,,tt0053291,Q190086
5444,,,4ce2b7c1b7f0d,,,,209.0,,,,,,,,,tt0111495,Q952142
5445,,,4ce2b6b8908e4,,,,209.0,,,,,,,,,tt0046438,Q26060
5446,,,4ce2b6b9450a5,,,,373.0,,,,,,,,,tt0062622,Q103474
5447,,,4ce2b6a673516,,,,373.0,,,,,,,,,tt0029947,Q179743
5448,,,4ce2b6ffc05d8,,,,373.0,,,,,,,,,tt0020530,Q190575
5449,,,4ce2b79699b07,,,,373.0,,,,,,,,,tt0094745,
5450,,,4ce2b6af6aedd,,,,373.0,,,,,,,,,tt0022100,Q127021
5451,,,4ce2b6a7da289,,,,373.0,,,,,,,,,tt0049902,Q2385009
5452,,,4ce2b6b3291db,,,,373.0,,,,,,,,,tt0062136,Q1454574
5453,,,4ce2b6b7568ee,,,,373.0,,,,,,,,,tt0018455,Q431093
5454,,,4ce2b7faa60e1,,,,373.0,,,,,,,,,tt0120265,Q794178
5455,,,4ce2b6b9caca4,,,,373.0,,,,,,,,,tt0052357,Q202548
5456,,,4ce2b6f19c7e7,,,,1045.0,,,,,,,,,tt0045537,Q1508130
5457,,,4ce2b7dda7007,,,,1045.0,,,,,,,,,tt0109424,Q766263
5458,,,4ce2b83279e3f,,,,1045.0,,,,,,,,,tt0216625,Q553879
5459,,,4ce2b7bc872f5,,,,1045.0,,,,,,,,,tt0105682,Q594151
5460,,,4ce2b6accac8a,,,,1045.0,,,,,,,,,tt0065867,Q2721763
5461,,,4ce2b80cbfed8,,,,1045.0,,,,,,,,,tt0154421,Q775356
5462,,,4ce2b8379038e,,,,1045.0,,,,,,,,,,
5463,,,4ce2b7be990ee,,,,1045.0,,,,,,,,,tt0108122,Q605226
5464,,,4ce2b799d35c1,,,,1045.0,,,,,,,,,tt0096257,Q162997
5465,,,4ce2b6b94daff,,,,1045.0,,,,,,,,,tt0046478,Q1076605
5466,,,4ce2b6a5551ac,,,,868.0,,,,,,,,,,
5467,,,4ce2b6a91da80,,,,868.0,,,,,,,,,tt0069995,Q660245
5468,,,4ce2b6aa3733f,,,,868.0,,,,,,,,,tt0065724,Q1116991
5469,,,4ce2b8a68766f,,,,868.0,,,,,,,,,tt0300270,Q1405016
5470,,,4ce2b81640fd5,,,,868.0,,,,,,,,,tt0140352,Q463832
5471,,,4ce2b6b337ac0,,,,868.0,,,,,,,,,tt0062138,Q595047
5472,,,4ce2b76e98a5c,,,,868.0,,,,,,,,,tt0053291,Q190086
5473,,,4ce2b6b8bc241,,,,868.0,,,,,,,,,tt0052311,Q778161
5474,,,4ce2b8949cd20,,,,868.0,,,,,,,,,,
5475,,,4ce2b6a68bd9d,,,,129.0,,,,,,,,,tt0015648,Q152350
5476,,,4ce2b6bfd1ebb,,,,129.0,,,,,,,,,tt0053472,Q86427
5477,,,4ce2b6ab4237b,,,,129.0,,,,,,,,,tt0071562,Q184768
5478,,,4ce2b721151ac,,,,129.0,,,,,,,,,tt0032551,Q676039
5479,,,4ce2b6ad028a9,,,,129.0,,,,,,,,,tt0052918,Q373774
5480,,,4ce2b6af6aedd,,,,129.0,,,,,,,,,tt0022100,Q127021
5481,,,4ce2b6b47f860,,,,129.0,,,,,,,,,tt0054248,Q427186
5482,,,4ce2b6bf3bbfd,,,,129.0,,,,,,,,,tt0079944,Q200437
5483,,,4ce2b6b7568ee,,,,129.0,,,,,,,,,tt0018455,Q431093
5484,,,4ce2b6b8bc241,,,,129.0,,,,,,,,,tt0052311,Q778161
5485,,,4ce2b6b0df8b4,,,,150.0,,,,,,,,,tt0012494,Q1199484
5486,,,4ce2b8044ea18,,,,150.0,,,,,,,,,tt0118576,Q276243
5487,,,4ce2b7368e57c,,,,150.0,,,,,,,,,,
5488,,,4ce2b6b0d6787,,,,150.0,,,,,,,,,tt0057324,Q3325160
5489,,,4ce2b6b337ac0,,,,150.0,,,,,,,,,tt0062138,Q595047
5490,,,4ce2b6b5b13f5,,,,150.0,,,,,,,,,tt0015324,Q1569918
5491,,,4ce2b77abc3b1,,,,150.0,,,,,,,,,,
5492,,,4ce2b6b38fc80,,,,150.0,,,,,,,,,tt0057427,Q822426
5493,,,4ce2b6b9caca4,,,,150.0,,,,,,,,,tt0052357,Q202548
5494,,,4ce2b891e0fe5,,,,150.0,,,,,,,,,,
5495,,,4ce2b6a776274,,,,648.0,,,,,,,,,,
5496,,,4ce2b6bd4e3ec,,,,648.0,,,,,,,,,tt0072979,Q1404473
5497,,,4ce2b6ad3f0ec,,,,648.0,,,,,,,,,tt0064493,Q2368317
5498,,,4ce2b73116007,,,,648.0,,,,,,,,,tt0073198,Q1686012
5499,,,4ce2b69e57fec,,,,648.0,,,,,,,,,,
5500,,,4ce2b760e743a,,,,648.0,,,,,,,,,,
5501,,,4ce2b81811eb0,,,,648.0,,,,,,,,,tt0177220,
5502,,,4ce2b69593482,,,,648.0,,,,,,,,,tt0086541,Q747551
5503,,,4ce2b6ba49e47,,,,648.0,,,,,,,,,tt0127354,Q2423867
5504,,,4ce2b69562aa2,,,,1059.0,,,,,,,,,tt0078788,Q182692
5505,,,4ce2b69562aa2,,,,1059.0,,,,,,,,,tt0078788,Q3620669
5506,,,4ce2b8221f558,,,,1059.0,,,,,,,,,tt0172495,Q128518
5507,,,4ce2b6ab42667,,,,1059.0,,,,,,,,,tt0071562,Q184768
5508,,,4ce2b8485aac9,,,,1059.0,,,,,,,,,tt0118694,Q1056853
5509,,,4ce2b81fe24cb,,,,1059.0,,,,,,,,,tt0175880,Q588420
5510,,,4ce2b83847d22,,,,1059.0,,,,,,,,,tt0203009,Q193573
5511,,,4ce2b74a0e043,,,,1059.0,,,,,,,,,,
5512,,,4ce2b6b39fc24,,,,1059.0,,,,,,,,,tt0054215,Q163038
5513,,,4ce2b7c5c1618,,,,1059.0,,,,,,,,,tt0110912,Q104123
5514,,,4ce2b6b7bc1b8,,,,1059.0,,,,,,,,,tt0075314,Q47221
5515,,,4ce2b6b501426,,,,204.0,,,,,,,,,tt0070628,Q2297889
