YEAR,FILM,FILM_ID,COUNTRY,COUNTRY_ID,VOTER,VOTER_ID,DIRECTOR,DIRECTOR_ID,GENDER,GENDER_ID,ROLE,ROLE_ID
1963,Flaming Creatures,4ce2b6aa4049b,USA,e034ecab-8ceb-4a42-97dd-51e9ede8d051,,,Jack Smith,b49e62e3-89c3-4f31-8b1c-ef5fa0f2efab,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
1985,Fletch,4ce2b6946f336,USA,e034ecab-8ceb-4a42-97dd-51e9ede8d051,,,Michael Ritchie,f2469fbf-6c9f-4ea5-9e7b-ad16fa694088,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
1966,The Flicker,4ce2b718e5b7d,USA,e034ecab-8ceb-4a42-97dd-51e9ede8d051,,,Tony Conrad,a714792b-8444-45b8-8264-04cd08243433,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
1955,Floating Clouds,4ce2b6b94f5ad,Japan,f920998c-54b9-4447-8cd1-2e59a226cfaf,,,Naruse Mikio,6c54a4f7-8319-48c6-b3f7-158a8fd0dd38,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
1959,Floating Weeds,4ce2b6b94f8e8,Japan,f920998c-54b9-4447-8cd1-2e59a226cfaf,,,Ozu Yasujirô,65238503-f820-4ba3-85a4-b5e6d0dcc65b,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
1995,The Flower of My Secret,4ce2b7e1bf58d,Spain,74a5a2ac-b864-49db-afa5-55ae23f8d99b,,,Pedro Almodóvar,c69bd85c-ae0e-4910-8bec-9fd8c20a4bee,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
1995,The Flower of My Secret,4ce2b7e1bf58d,France,dbd7cecf-766b-4fc0-9290-fca234e4a93a,,,Pedro Almodóvar,c69bd85c-ae0e-4910-8bec-9fd8c20a4bee,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
1998,Flowers of Shanghai,4ce2b80eaafad,Japan,f920998c-54b9-4447-8cd1-2e59a226cfaf,,,Hsiao-hsien Hou,ba9e0b98-d97c-407b-b23c-338d1a458df4,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
1998,Flowers of Shanghai,4ce2b80eaafad,Taiwan,b4cfb48e-478b-4689-aa01-97775ca3fdcb,,,Hsiao-hsien Hou,ba9e0b98-d97c-407b-b23c-338d1a458df4,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
1950,The Flowers of St Francis,4ce2b6aa93659,Italy,1e072cd7-9961-4c5c-b244-2108b46f7545,,,Roberto Rossellini,16f1a220-19ab-48a9-9ad4-84437a8b376e,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
1956,Flowing,4ce2b6b1326d2,Japan,f920998c-54b9-4447-8cd1-2e59a226cfaf,,,Naruse Mikio,6c54a4f7-8319-48c6-b3f7-158a8fd0dd38,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
1986,The Fly,4ce2b71955b0b,USA,e034ecab-8ceb-4a42-97dd-51e9ede8d051,,,David Cronenberg,f24146ef-412e-4965-b062-40747ff55451,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
1979,The Fog,4ce2b71986d06,USA,e034ecab-8ceb-4a42-97dd-51e9ede8d051,,,John Carpenter,8d31bd8b-081a-4809-9616-d307286e4333,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
1992,Food,4ce2b7c798632,Czechoslovakia,212f84be-7829-48e7-9bec-6c29d3727993,,,Jan Svankmajer,b26d55a5-d567-42df-884e-48111089a291,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
1992,Food,4ce2b7c798632,Great Britain,c979543e-dbe5-4ba9-a9a0-76647560d4ca,,,Jan Svankmajer,b26d55a5-d567-42df-884e-48111089a291,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
1922,Foolish Wives,4ce2b6aa63d5a,USA,e034ecab-8ceb-4a42-97dd-51e9ede8d051,,,Erich von Stroheim,0c49e1a4-b4ff-4469-b21e-f5bf85ec4d33,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
1980,The Forbidden Zone,4ce2b71a05188,USA,e034ecab-8ceb-4a42-97dd-51e9ede8d051,,,Richard Elfman,cad9022d-e543-45a4-9582-67afc8160034,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
1940,Foreign Correspondent,4ce2b6aa6f4f1,USA,e034ecab-8ceb-4a42-97dd-51e9ede8d051,,,Alfred Hitchcock,c3db49fe-5d08-491d-ad54-2cf2017d3194,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
2003,The Forest for the Trees,4ce2b8ad44379,United Germany,b8b1c511-f93f-4a43-b433-cd83b3705d8a,,,Maren Ade,cef35bd8-3ba1-4e71-b1b3-ebfdd49b4649,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
1986,Forest of Bliss,4ce2b71a239ce,USA,e034ecab-8ceb-4a42-97dd-51e9ede8d051,,,Robert Gardner,b7b43f1a-d8a5-4cfc-8292-816a0dba7367,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
1994,Forrest Gump,4ce2b7cb0ad9a,USA,e034ecab-8ceb-4a42-97dd-51e9ede8d051,,,Robert Zemeckis,dece6463-47d3-4e2a-8666-21172f5228e1,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
1948,Fort Apache,4ce2b6aa79614,USA,e034ecab-8ceb-4a42-97dd-51e9ede8d051,,,John Ford,b3b61630-3c8c-4ee6-ae45-56e09c7da380,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
1976,Fortini/Cani,4ce2b6bd6fe4f,France,dbd7cecf-766b-4fc0-9290-fca234e4a93a,,,Jean-Marie Straub/Danièle Huillet,7a2d284b-3e80-4c2b-be46-baa481188dce,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
1976,Fortini/Cani,4ce2b6bd6fe4f,Great Britain,c979543e-dbe5-4ba9-a9a0-76647560d4ca,,,Jean-Marie Straub/Danièle Huillet,7a2d284b-3e80-4c2b-be46-baa481188dce,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
1976,Fortini/Cani,4ce2b6bd6fe4f,Italy,1e072cd7-9961-4c5c-b244-2108b46f7545,,,Jean-Marie Straub/Danièle Huillet,7a2d284b-3e80-4c2b-be46-baa481188dce,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
1976,Fortini/Cani,4ce2b6bd6fe4f,USA,e034ecab-8ceb-4a42-97dd-51e9ede8d051,,,Jean-Marie Straub/Danièle Huillet,7a2d284b-3e80-4c2b-be46-baa481188dce,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
1956,The Forty First,4ce2b6b681db5,USSR,b2d24513-33a9-4787-985d-89c8efdd070b,,,Grigori Chukhrai,c2ab1957-16b5-4840-b96e-219be194d4b8,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
1948,Fountainhead,4ce2b6aa8619c,USA,e034ecab-8ceb-4a42-97dd-51e9ede8d051,,,King Vidor,ac91a0df-32cf-4e40-aa06-a880e6b9e2a7,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
1981,Four Friends,4ce2b6947702f,USA,e034ecab-8ceb-4a42-97dd-51e9ede8d051,,,Arthur Penn,e48d5b2f-9db7-46e0-9d00-bd089c172dd8,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
1920,The Four Horsemen of the Apocalypse,4ce2b6aa89774,USA,e034ecab-8ceb-4a42-97dd-51e9ede8d051,,,Rex Ingram,c69bb500-fa8c-422d-8c6e-d8cf2c6c77d5,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
1971,Four Nights of a Dreamer,4ce2b6b3b78d8,France,dbd7cecf-766b-4fc0-9290-fca234e4a93a,,,Robert Bresson,d0a308d7-2771-46e9-b814-b7280e46ec62,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
1971,Four Nights of a Dreamer,4ce2b6b3b78d8,Italy,1e072cd7-9961-4c5c-b244-2108b46f7545,,,Robert Bresson,d0a308d7-2771-46e9-b814-b7280e46ec62,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
1939,Four Seasons of Children,4ce2b7354b521,Japan,f920998c-54b9-4447-8cd1-2e59a226cfaf,,,Shimizu Hiroshi,ef5ef581-2f3b-4b02-90f0-cea043a29154,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
1975,Fox and His Friends,4ce2b6a9ec262,,,,,Rainer Werner Fassbinder,b6ebe82b-dd72-4e38-a52c-d86d0245304c,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
1981,Francisca,4ce2b71b3b873,Portugal,8b69cc21-49ad-4606-ba3d-c25b0447a76f,,,Manoel de Oliveira,e88d3cb6-684e-4dd3-a3d1-c26ae993d837,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
1931,Frankenstein,4ce2b6aa95af5,USA,e034ecab-8ceb-4a42-97dd-51e9ede8d051,,,James Whale,d23cb98c-c44a-46e7-83b6-14d034bb1461,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
1990,Frankenstein Unbound,4ce2b79e470e6,USA,e034ecab-8ceb-4a42-97dd-51e9ede8d051,,,Roger Corman,5edd8a13-3f1d-4d1b-80ca-0ff065322cf3,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
1932,Freaks,4ce2b6aa9d289,USA,e034ecab-8ceb-4a42-97dd-51e9ede8d051,,,Tod Browning,b82f7f62-9d0f-44f7-94d2-2380c8f31bf0,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
1958,Free Radicals,4ce2b71b888d3,New Zealand,f6040639-b208-41fc-9e06-1d9abfda52ce,,,Len Lye,407bdb30-ae7c-41ef-92ef-a48f6f6caef9,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
1958,Free Radicals,4ce2b71b888d3,USA,e034ecab-8ceb-4a42-97dd-51e9ede8d051,,,Len Lye,407bdb30-ae7c-41ef-92ef-a48f6f6caef9,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
1989,"Freeze, Die Come Alive",4ce2b7a84fc79,USSR,b2d24513-33a9-4787-985d-89c8efdd070b,,,Vitali Kanevsky,b2e7bdd4-4db0-43af-8fc1-221dba65149f,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
1955,French Cancan,4ce2b71b9a45d,France,dbd7cecf-766b-4fc0-9290-fca234e4a93a,,,Jean Renoir,7fd8507e-bc27-43f3-a21b-6ce6762067dd,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
1955,French Cancan,4ce2b71b9a45d,Italy,1e072cd7-9961-4c5c-b244-2108b46f7545,,,Jean Renoir,7fd8507e-bc27-43f3-a21b-6ce6762067dd,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
1971,The French Connection,4ce2b6aaa1ff3,USA,e034ecab-8ceb-4a42-97dd-51e9ede8d051,,,William Friedkin,7c744c5a-2096-4622-8c86-d104d517d214,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
1972,Frenzy,4ce2b6aaa4c38,Great Britain,c979543e-dbe5-4ba9-a9a0-76647560d4ca,,,Alfred Hitchcock,c3db49fe-5d08-491d-ad54-2cf2017d3194,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
1984,Frida,4ce2b71bb70da,Mexico,562ed02a-d9d7-4237-989d-807219980870,,,Paul Leduc,dd128e21-853b-4652-804c-155503ff4771,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
1931,From Saturday to Sunday,4ce2b79aed367,Czechoslovakia,212f84be-7829-48e7-9bec-6c29d3727993,,,Gustav Machaty,34234e03-8aec-43dd-926d-98a027836ee1,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
1979,From the Clouds to the Resistance,4ce2b6bcc7768,France,dbd7cecf-766b-4fc0-9290-fca234e4a93a,,,Jean-Marie Straub/Danièle Huillet,7a2d284b-3e80-4c2b-be46-baa481188dce,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
1979,From the Clouds to the Resistance,4ce2b6bcc7768,Great Britain,c979543e-dbe5-4ba9-a9a0-76647560d4ca,,,Jean-Marie Straub/Danièle Huillet,7a2d284b-3e80-4c2b-be46-baa481188dce,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
1979,From the Clouds to the Resistance,4ce2b6bcc7768,Italy,1e072cd7-9961-4c5c-b244-2108b46f7545,,,Jean-Marie Straub/Danièle Huillet,7a2d284b-3e80-4c2b-be46-baa481188dce,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
,From the Notebook of…,4ce2b71c03d95,USA,e034ecab-8ceb-4a42-97dd-51e9ede8d051,,,Robert Beavers,2458cb01-a628-4ac7-9db2-9a68f1853ec8,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
1974,The Front Page,4ce2b6aab24ad,USA,e034ecab-8ceb-4a42-97dd-51e9ede8d051,,,Billy Wilder,ff2f7b48-9384-4cb7-a121-8c760977bc07,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
2010,Frontier Blues,4ce2b8d805c90,Great Britain,c979543e-dbe5-4ba9-a9a0-76647560d4ca,,,Babak Jalali,313d7d0b-abc8-4f57-bc80-835f44b668bb,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
2008,Frozen River,4ce2b8c819f4b,USA,e034ecab-8ceb-4a42-97dd-51e9ede8d051,,,Courtney Hunt,4bc6b656-b782-4b22-9432-9cf53efc4985,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
1987,Full Metal Jacket,4ce2b71c59462,Great Britain,c979543e-dbe5-4ba9-a9a0-76647560d4ca,,,Stanley Kubrick,e6499702-5fff-464a-be55-1935067373cb,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
1987,Full Metal Jacket,4ce2b71c59462,USA,e034ecab-8ceb-4a42-97dd-51e9ede8d051,,,Stanley Kubrick,e6499702-5fff-464a-be55-1935067373cb,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
1984,Full Moon in Paris,4ce2b6e318598,France,dbd7cecf-766b-4fc0-9290-fca234e4a93a,,,Eric Rohmer,b1d26c4f-da58-4a51-9d46-88a288de30bb,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
1969,"Funeral Fest, Burial Lunch",4ce2b75b18b60,Yugoslavia,4ad36aec-a113-4d67-921b-dc8de609fa1d,,,Matjaz Klopcic,ee0e881c-b419-42c6-9149-0dd0e40ce8a5,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
1970,Funeral Parade of Roses,4ce2b6f1b625c,Japan,f920998c-54b9-4447-8cd1-2e59a226cfaf,,,Toshio Matsumoto,0fe020b1-583c-4dd9-b608-a2fd9a15d3ce,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
1996,The Funeral,4ce2b7e937895,USA,e034ecab-8ceb-4a42-97dd-51e9ede8d051,,,Abel Ferrara,cf06902a-0f13-4ba0-9b5e-f34a2a0c34ca,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
1997,Funny Games,4ce2b7fac7dc2,Austria,50bec08e-9135-4914-aefe-6569af643373,,,Michael Haneke,1c4f5401-598c-4dad-9ea5-e8dfdcb3819e,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
1978,The Fury,4ce2b6bd80c5b,USA,e034ecab-8ceb-4a42-97dd-51e9ede8d051,,,Brian de Palma,2d504ceb-a615-42ca-9a4b-71e8bd579095,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
1966,Fuses,4ce2b6db4e683,USAG,908b0c2d-b0b5-41ec-811f-8af50c6ee69a,,,Carolee Schneemann,054d0966-168f-46f1-856c-1ff3b2a163c7,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
1997,G.A.T.T.A.C.A.,4ce2b7f38181f,USA,e034ecab-8ceb-4a42-97dd-51e9ede8d051,,,Andrew Niccol,a7e653eb-02ef-48dd-ab1a-41cf45146cbb,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
1996,Gabbeh,4ce2b7ee0f12e,France,dbd7cecf-766b-4fc0-9290-fca234e4a93a,,,Mohsen Makhmalbaf,6fd1543d-410e-44ef-86bb-4cc46bc9404b,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
1996,Gabbeh,4ce2b7ee0f12e,Iran,42157a46-0778-463d-b409-1914c26d0a50,,,Mohsen Makhmalbaf,6fd1543d-410e-44ef-86bb-4cc46bc9404b,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
2008,Gabbla,4ce2b8cd7ef50,Algeria,4914bab3-d3c1-4e47-bc16-efe6f2dc36a6,,,Tarek Teguia,f7782ab7-c91e-4f86-96de-880a558eccad,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
2008,Gabbla,4ce2b8cd7ef50,France,dbd7cecf-766b-4fc0-9290-fca234e4a93a,,,Tarek Teguia,f7782ab7-c91e-4f86-96de-880a558eccad,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
1981,Gallipoli,4ce2b6e1326cc,Australia,9b89a39d-33d1-4d3f-87c8-cd672a856a51,,,Peter Weir,f9944cdd-1252-4ce8-adf0-a25e4044d5af,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
1996,Gallivant,4ce2b7eb1a927,Great Britain,c979543e-dbe5-4ba9-a9a0-76647560d4ca,,,Andrew Kotting,d8a2d3fa-de01-49c9-b159-ff1f46c376cf,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
1997,The Game,4ce2b7f809d52,USA,e034ecab-8ceb-4a42-97dd-51e9ede8d051,,,David Fincher,b00aade1-7d80-43af-b355-f4b8e1330fb3,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
1964,Gamlet,4ce2b6aacf4f1,USSR,b2d24513-33a9-4787-985d-89c8efdd070b,,,Grigori Kozintsev,ada045a8-c27b-4b3e-bc38-08b1930a710e,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
1968,Gammelion,4ce2b8a4d2900,Italy,1e072cd7-9961-4c5c-b244-2108b46f7545,,,Gregory J. Markopoulos,8b1fdc8c-b91d-46b3-b956-caa9a4ff0783,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
1982,Gandhi,4ce2b6958918e,Great Britain,c979543e-dbe5-4ba9-a9a0-76647560d4ca,,,Richard Attenborough,6926ddc5-a2f0-4d37-a155-6b11b3f8a732,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
1982,Gandhi,4ce2b6958918e,India,8f915019-8771-46d2-919f-e5a1e59c4ba8,,,Richard Attenborough,6926ddc5-a2f0-4d37-a155-6b11b3f8a732,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
1982,Gandhi,4ce2b6958918e,USA,e034ecab-8ceb-4a42-97dd-51e9ede8d051,,,Richard Attenborough,6926ddc5-a2f0-4d37-a155-6b11b3f8a732,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
1933,Ganga Bruta,4ce2b6aad04d9,Brazil,5a52a377-a12d-4f0d-834f-900924822b70,,,Humberto Mauro,a66072ca-e9a2-4b4c-b608-5485c75a0533,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
2007,Garage,4ce2b8c3445c2,Great Britain,c979543e-dbe5-4ba9-a9a0-76647560d4ca,,,Leonard Abrahamson,b94e9b43-c825-4619-a47b-0df658689cf1,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
2007,Garage,4ce2b8c3445c2,Ireland,465cff01-88b1-4caa-8220-38467ab5ae9d,,,Leonard Abrahamson,b94e9b43-c825-4619-a47b-0df658689cf1,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
1990,The Garden,4ce2b7a98e43f,United Germany,b8b1c511-f93f-4a43-b433-cd83b3705d8a,,,Derek Jarman,6900f3b4-cabe-400e-a2ad-36bfedf6b095,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
1990,The Garden,4ce2b7a98e43f,Great Britain,c979543e-dbe5-4ba9-a9a0-76647560d4ca,,,Derek Jarman,6900f3b4-cabe-400e-a2ad-36bfedf6b095,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
1990,The Garden,4ce2b7a98e43f,Japan,f920998c-54b9-4447-8cd1-2e59a226cfaf,,,Derek Jarman,6900f3b4-cabe-400e-a2ad-36bfedf6b095,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
1964,Gate of Flesh,4ce2b6b190740,Japan,f920998c-54b9-4447-8cd1-2e59a226cfaf,,,Suzuki Seijun,034b447b-b7b2-4df3-9f88-e0a674254ad9,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
1978,The Gates of Heaven,4ce2b6bd8762e,USA,e034ecab-8ceb-4a42-97dd-51e9ede8d051,,,Errol Morris,59514130-eac1-4767-bb0f-27c8b97f2e71,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
2006,The Gates,4ce2b8c2c0ce9,USA,e034ecab-8ceb-4a42-97dd-51e9ede8d051,,,Albert Maylses,343660a0-d3ed-41de-9c88-4aa7ca890153,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
1934,The Gay Divorce,4ce2b6aadec27,USA,e034ecab-8ceb-4a42-97dd-51e9ede8d051,,,Mark Sandrich,31804c29-efbe-4b29-8856-10b66093931c,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
1926,The General,4ce2b6aae85f3,USA,e034ecab-8ceb-4a42-97dd-51e9ede8d051,,,Buster Keaton,69dc90b3-e3b5-4b22-aabc-4dc25939da1a,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
2000,George Washington,4ce2b82e65e82,USA,e034ecab-8ceb-4a42-97dd-51e9ede8d051,,,David Gordon Green,9cd29da4-25d3-480a-858f-6ee0c3c5923f,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
1981,The German Sisters,4ce2b69554d15,,,,,Margarethe von Trotta,8bb12604-f04b-4cc5-a1e6-a29b31a44f1b,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
